,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
37745,54,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37746,54,technician,divorced,university.degree,no,no,no,cellular,aug,fri,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37747,24,student,single,high.school,no,yes,no,cellular,aug,fri,1,6,4,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37748,24,student,single,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37749,24,student,single,high.school,no,yes,yes,cellular,aug,fri,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37750,24,student,single,high.school,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37751,24,student,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37752,34,unemployed,single,professional.course,no,no,no,cellular,aug,fri,2,2,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37753,54,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,3,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37754,55,management,married,university.degree,no,no,no,cellular,aug,fri,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37755,62,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37757,30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37758,36,admin.,single,high.school,no,yes,no,cellular,aug,fri,1,3,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37760,39,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,2,14,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
37761,35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,5,3,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,no
37766,34,admin.,married,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37767,54,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37768,34,admin.,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37770,47,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,yes
37771,38,unemployed,single,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,yes
37772,66,retired,married,university.degree,no,no,yes,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37773,69,housemaid,married,basic.4y,no,no,no,telephone,aug,mon,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37774,58,retired,married,university.degree,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37776,40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37777,57,retired,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37778,47,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37779,64,retired,married,basic.9y,no,yes,no,cellular,aug,mon,2,3,1,success,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37780,57,retired,married,university.degree,no,no,no,cellular,aug,mon,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.843,5076.2,no
37781,49,technician,divorced,high.school,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37782,25,admin.,single,university.degree,no,no,no,telephone,aug,tue,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37785,44,technician,divorced,high.school,no,no,no,cellular,aug,tue,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37786,43,services,married,high.school,no,no,yes,cellular,aug,tue,2,3,2,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37788,63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37789,51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,1,6,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37790,58,retired,married,high.school,no,no,no,cellular,aug,tue,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37791,51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37792,51,admin.,divorced,high.school,no,no,no,cellular,aug,tue,1,6,2,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37793,54,technician,married,professional.course,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37798,58,retired,married,high.school,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37800,63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37802,60,housemaid,divorced,professional.course,no,yes,no,cellular,aug,tue,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37803,62,retired,married,professional.course,no,yes,no,cellular,aug,tue,3,6,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37804,58,retired,married,high.school,no,no,no,cellular,aug,tue,5,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37805,58,retired,married,high.school,no,yes,no,cellular,aug,tue,6,3,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37806,53,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,2,3,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37807,56,services,single,high.school,no,no,yes,cellular,aug,tue,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37808,43,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,3,2,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
37809,43,admin.,married,university.degree,no,no,yes,cellular,aug,tue,3,13,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
37810,67,retired,divorced,university.degree,no,yes,no,cellular,aug,wed,5,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37811,27,admin.,single,high.school,no,no,no,telephone,aug,wed,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,yes
37812,49,entrepreneur,single,university.degree,no,yes,no,cellular,aug,wed,6,5,1,success,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37813,42,retired,divorced,illiterate,no,no,no,telephone,aug,wed,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,yes
37814,59,technician,married,professional.course,no,yes,no,telephone,aug,wed,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37815,57,retired,married,university.degree,no,yes,no,cellular,aug,wed,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37816,59,technician,married,professional.course,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,yes
37817,28,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37821,56,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37822,42,retired,divorced,illiterate,no,no,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
37824,24,self-employed,single,university.degree,no,no,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,no
37827,59,admin.,single,university.degree,no,no,no,cellular,aug,thu,3,15,1,success,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,yes
37829,51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,yes
37830,46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,yes
37831,50,admin.,married,university.degree,no,no,yes,cellular,aug,thu,1,15,2,failure,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,yes
37832,46,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,no
37833,58,retired,divorced,high.school,no,no,no,cellular,aug,thu,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,yes
37834,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,3,1,success,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,yes
37835,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,no
37836,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37840,45,services,married,high.school,no,yes,no,cellular,aug,fri,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37842,27,student,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37848,24,student,single,high.school,no,no,no,cellular,aug,fri,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37849,24,student,single,high.school,no,yes,no,telephone,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37850,33,admin.,married,high.school,no,no,no,cellular,aug,fri,3,15,1,success,-2.9,92.20100000000001,-31.4,0.825,5076.2,yes
37851,43,technician,single,professional.course,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37852,26,student,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37853,55,entrepreneur,divorced,basic.9y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,yes
37854,26,student,single,university.degree,no,no,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,yes
37855,62,retired,married,professional.course,no,yes,yes,cellular,aug,fri,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.825,5076.2,yes
37856,44,admin.,married,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37857,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37858,28,student,single,professional.course,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37860,26,student,single,high.school,no,yes,no,cellular,aug,fri,2,6,2,failure,-2.9,92.20100000000001,-31.4,0.825,5076.2,yes
37862,45,technician,married,high.school,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
37863,30,student,married,university.degree,no,no,no,cellular,aug,mon,2,3,2,success,-2.9,92.20100000000001,-31.4,0.821,5076.2,yes
37864,51,technician,married,professional.course,no,yes,no,cellular,aug,mon,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37865,40,technician,married,high.school,no,yes,no,cellular,aug,mon,2,999,2,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37866,26,self-employed,single,university.degree,no,yes,no,cellular,aug,mon,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37867,40,technician,married,high.school,no,no,no,cellular,aug,mon,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37869,36,admin.,married,high.school,no,no,no,cellular,aug,mon,5,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37872,36,technician,single,professional.course,no,yes,no,cellular,aug,mon,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37874,40,technician,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37875,30,student,married,university.degree,no,yes,no,cellular,aug,mon,3,3,1,success,-2.9,92.20100000000001,-31.4,0.821,5076.2,yes
37876,29,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,12,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37877,53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37878,53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,yes
37879,38,admin.,married,high.school,no,yes,no,cellular,aug,mon,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37880,38,admin.,married,high.school,no,yes,no,cellular,aug,mon,1,6,2,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,yes
37881,33,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37882,31,management,married,university.degree,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,yes
37883,59,self-employed,married,university.degree,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37884,63,retired,married,university.degree,no,yes,no,cellular,aug,mon,1,6,2,failure,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37885,34,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37886,31,management,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,5076.2,no
37888,32,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37890,39,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,2,16,1,success,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,yes
37891,32,admin.,single,university.degree,no,yes,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37892,36,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37894,35,entrepreneur,married,high.school,no,no,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37895,48,technician,married,basic.9y,no,no,no,cellular,sep,tue,3,999,1,failure,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37896,27,management,single,university.degree,no,yes,no,cellular,sep,tue,2,4,2,success,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37897,38,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37898,38,admin.,single,university.degree,no,yes,no,telephone,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37899,28,management,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37900,28,management,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37901,51,blue-collar,married,professional.course,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37902,52,technician,married,professional.course,no,yes,yes,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37903,33,admin.,married,high.school,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,yes
37906,39,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,yes
37907,39,entrepreneur,married,basic.6y,no,no,no,cellular,sep,tue,4,16,2,failure,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
37909,19,student,single,basic.9y,no,yes,no,cellular,sep,wed,2,999,1,failure,-3.4,92.37899999999999,-29.8,0.813,5017.5,no
37910,37,admin.,married,university.degree,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,5017.5,yes
37911,34,technician,married,professional.course,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,5017.5,yes
37912,60,admin.,married,professional.course,no,yes,yes,telephone,sep,wed,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,5017.5,no
37913,40,unemployed,married,university.degree,no,yes,yes,cellular,sep,wed,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,5017.5,no
37914,34,technician,married,professional.course,no,yes,yes,cellular,sep,wed,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,5017.5,yes
37915,60,unemployed,married,basic.6y,no,yes,no,cellular,sep,thu,1,3,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37918,25,admin.,single,university.degree,no,yes,no,cellular,sep,thu,1,1,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37919,26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,1,7,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes
37921,60,management,married,university.degree,no,yes,yes,telephone,sep,thu,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37922,32,admin.,married,university.degree,no,no,no,cellular,sep,thu,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes
37923,46,technician,married,professional.course,no,yes,yes,cellular,sep,thu,2,999,1,failure,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37924,60,retired,married,professional.course,no,yes,no,cellular,sep,thu,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37925,60,retired,married,professional.course,no,yes,no,cellular,sep,thu,1,3,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes
37926,44,admin.,married,university.degree,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes
37927,44,admin.,married,university.degree,no,yes,no,cellular,sep,thu,1,14,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37930,43,technician,married,high.school,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37931,43,technician,married,high.school,no,yes,yes,cellular,sep,thu,1,3,2,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,no
37936,35,services,divorced,high.school,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37937,35,admin.,married,university.degree,no,yes,yes,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37938,61,retired,married,basic.9y,no,yes,yes,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37939,59,management,married,university.degree,no,yes,no,cellular,sep,fri,2,3,1,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
37940,38,technician,married,professional.course,no,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37941,51,technician,married,professional.course,no,no,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
37942,53,technician,married,professional.course,no,yes,yes,cellular,sep,fri,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
37943,26,management,single,university.degree,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37944,41,management,married,basic.6y,no,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37945,53,technician,married,professional.course,no,yes,no,telephone,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37947,45,admin.,single,high.school,no,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37948,40,admin.,divorced,high.school,no,yes,no,telephone,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37949,32,admin.,married,university.degree,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37950,50,admin.,married,high.school,no,yes,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37953,39,blue-collar,married,basic.9y,no,yes,no,cellular,sep,fri,1,3,1,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
37956,31,admin.,single,university.degree,no,no,no,cellular,sep,fri,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37957,28,student,single,high.school,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
37960,50,admin.,married,high.school,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
37961,39,technician,married,basic.9y,no,no,no,cellular,sep,fri,2,999,1,failure,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37962,46,admin.,married,high.school,no,yes,yes,cellular,sep,fri,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37963,55,admin.,single,university.degree,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37964,47,admin.,married,university.degree,no,no,no,cellular,sep,fri,3,999,1,failure,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37965,31,admin.,single,university.degree,no,yes,no,cellular,sep,fri,7,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37966,54,admin.,married,university.degree,no,no,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
37967,28,admin.,married,university.degree,no,yes,yes,cellular,sep,mon,3,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37968,45,housemaid,single,basic.4y,no,no,no,telephone,sep,mon,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37970,61,retired,married,university.degree,no,no,no,cellular,sep,mon,1,3,2,success,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37972,45,housemaid,single,basic.4y,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37973,41,admin.,married,university.degree,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37974,30,management,married,university.degree,no,yes,no,telephone,sep,mon,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37975,48,technician,married,professional.course,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37976,41,admin.,married,university.degree,no,no,no,cellular,sep,mon,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37977,54,technician,married,professional.course,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37978,54,technician,married,professional.course,no,yes,no,telephone,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37979,25,blue-collar,single,basic.9y,no,no,no,cellular,sep,mon,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37980,28,technician,married,high.school,no,yes,no,cellular,sep,mon,1,4,1,success,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37981,41,admin.,married,university.degree,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37982,52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37983,45,admin.,married,university.degree,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37984,45,admin.,married,university.degree,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37985,61,retired,married,university.degree,no,no,no,telephone,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37986,25,self-employed,single,university.degree,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37987,45,admin.,married,university.degree,no,no,no,cellular,sep,mon,1,3,2,success,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37988,28,services,single,university.degree,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37989,41,admin.,married,university.degree,no,no,no,cellular,sep,mon,2,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37990,46,blue-collar,married,professional.course,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37991,39,admin.,married,university.degree,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
37992,30,admin.,single,university.degree,no,no,no,cellular,sep,mon,6,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
37993,68,retired,married,basic.4y,no,no,no,telephone,sep,tue,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,no
